Clave de metrópoli,Tipo de metrópoli,Nombre de la metrópoli,Clave de municipio,Municipio,ODS,Nombre del ODS,Clave de indicador,Indicador,Año,Valor,Ponderador
11.3.06,Zona conurbada,Silao,11037,Silao de la Victoria,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,16.8530805687203,NA
12.1.01,Zona metropolitana,Chilpancingo,12029,Chilpancingo de los Bravo,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,36.6474876491143,NA
12.1.01,Zona metropolitana,Chilpancingo,12075,Eduardo Neri,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,13.8968481375358,NA
12.2.02,Metrópoli municipal,Acapulco,12001,Acapulco de Juárez,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,29.2674162618488,NA
13.1.01,Zona metropolitana,Pachuca,13083,Zempoala,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,20.3499520613614,NA
13.1.01,Zona metropolitana,Pachuca,13082,Zapotlán de Juárez,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,17.9080505922505,NA
13.1.01,Zona metropolitana,Pachuca,13039,Mineral del Monte,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,30.353767215771,NA
13.1.01,Zona metropolitana,Pachuca,13048,Pachuca de Soto,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,46.4668448517245,NA
13.1.01,Zona metropolitana,Pachuca,13051,Mineral de la Reforma,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,43.0183389254033,NA
13.1.02,Zona metropolitana,Tulancingo,13056,Santiago Tulantepec de Lugo Guerrero,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,22.850519100897,NA
13.1.02,Zona metropolitana,Tulancingo,13016,Cuautepec de Hinojosa,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,11.8528610354223,NA
13.1.02,Zona metropolitana,Tulancingo,13077,Tulancingo de Bravo,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,27.5281567731028,NA
13.3.03,Zona conurbada,Atitalaquia,13074,Tlaxcoapan,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,11.0210696920583,NA
13.3.03,Zona conurbada,Atitalaquia,13010,Atitalaquia,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,24.3584833397165,NA
14.1.01,Zona metropolitana,Guadalajara,14098,San Pedro Tlaquepaque,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,39.8737148773264,NA
14.1.01,Zona metropolitana,Guadalajara,14070,El Salto,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,20.9042067012952,NA
14.1.01,Zona metropolitana,Guadalajara,14101,Tonalá,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,37.5575681961708,NA
14.1.01,Zona metropolitana,Guadalajara,14039,Guadalajara,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,52.8707580529943,NA
14.1.01,Zona metropolitana,Guadalajara,14097,Tlajomulco de Zúñiga,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,35.9886192191902,NA
14.1.01,Zona metropolitana,Guadalajara,14051,Juanacatlán,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,20.4579181683273,NA
14.1.01,Zona metropolitana,Guadalajara,14120,Zapopan,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,54.6957290263942,NA
14.1.02,Zona metropolitana,Puerto Vallarta,14067,Puerto Vallarta,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,49.8659719862574,NA
14.1.02,Zona metropolitana,Puerto Vallarta,18020,Bahía de Banderas,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,33.8224264016501,NA
14.3.03,Zona conurbada,Ocotlán,14047,Jamay,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,26.7247043363994,NA
14.3.03,Zona conurbada,Ocotlán,14063,Ocotlán,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,36.8963646228974,NA
14.3.03,Zona conurbada,Ocotlán,14066,Poncitlán,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,18.8479383699553,NA
15.1.01,Zona metropolitana,Toluca,15115,Xonacatlán,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,20.7177957177957,NA
15.1.01,Zona metropolitana,Toluca,15118,Zinacantepec,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,25.8571202567405,NA
15.1.01,Zona metropolitana,Toluca,15005,Almoloya de Juárez,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,11.3258351999237,NA
15.1.01,Zona metropolitana,Toluca,15090,Tenango del Valle,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,16.7494042891183,NA
15.1.01,Zona metropolitana,Toluca,15076,San Mateo Atenco,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,32.8507042253521,NA
15.1.01,Zona metropolitana,Toluca,15018,Calimaya,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,27.6765715992235,NA
15.1.01,Zona metropolitana,Toluca,15073,San Antonio la Isla,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,41.1847872190018,NA
15.1.01,Zona metropolitana,Toluca,15106,Toluca,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,35.8457750153327,NA
15.1.01,Zona metropolitana,Toluca,15062,Ocoyoacac,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,25.320037730764,NA
15.1.01,Zona metropolitana,Toluca,15087,Temoaya,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,9.81945882670748,NA
15.1.01,Zona metropolitana,Toluca,15051,Lerma,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,20.5279701961697,NA
15.1.01,Zona metropolitana,Toluca,15055,Mexicaltzingo,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,29.9721835883171,NA
15.1.01,Zona metropolitana,Toluca,15067,Otzolotepec,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,13.3160153602891,NA
15.1.01,Zona metropolitana,Toluca,15072,Rayón,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,21.170731707317,NA
15.1.01,Zona metropolitana,Toluca,15054,Metepec,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,56.8787466626366,NA
15.1.01,Zona metropolitana,Toluca,15027,Chapultepec,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,35.5280312907431,NA
15.3.02,Zona conurbada,Ozumba,15068,Ozumba,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,17.7692079501631,NA
15.3.02,Zona conurbada,Ozumba,15094,Tepetlixpa,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,13.1115879828326,NA
15.3.02,Zona conurbada,Ozumba,15015,Atlautla,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,11.4749549049535,NA
15.3.03,Zona conurbada,Tianguistenco,15101,Tianguistenco,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,20.0965387332234,NA
15.3.03,Zona conurbada,Tianguistenco,15019,Capulhuac,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,26.8651185770751,NA
15.3.03,Zona conurbada,Tianguistenco,15098,Texcalyacac,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,18.6064318529862,NA
15.3.03,Zona conurbada,Tianguistenco,15012,Atizapán,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,27.8072837632777,NA
15.3.03,Zona conurbada,Tianguistenco,15006,Almoloya del Río,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,29.0564547966837,NA
15.3.03,Zona conurbada,Tianguistenco,15043,Xalatlaco,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,12.8317935181111,NA
16.1.01,Zona metropolitana,La Piedad-Pénjamo,16069,La Piedad,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,32.6034693198209,NA
16.1.01,Zona metropolitana,La Piedad-Pénjamo,11023,Pénjamo,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,12.1643558559757,NA
16.1.02,Zona metropolitana,Morelia,16022,Charo,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,11.0431792128391,NA
16.1.02,Zona metropolitana,Morelia,16053,Morelia,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,40.6787372330547,NA
16.1.02,Zona metropolitana,Morelia,16088,Tarímbaro,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,22.440267162432,NA
16.1.03,Zona metropolitana,Zamora,16043,Jacona,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,31.923925963661,NA
16.1.03,Zona metropolitana,Zamora,16108,Zamora,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,36.89598301454,NA
17.1.01,Zona metropolitana,Cuautla,17006,Cuautla,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,38.1162496276437,NA
17.1.01,Zona metropolitana,Cuautla,17004,Ayala,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,23.6779690794096,NA
17.1.01,Zona metropolitana,Cuautla,17002,Atlatlahucan,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,24.2248722316865,NA
17.1.01,Zona metropolitana,Cuautla,17030,Yecapixtla,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,22.8333205844106,NA
17.1.02,Zona metropolitana,Cuernavaca,17009,Huitzilac,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,24.735987002437,NA
17.1.02,Zona metropolitana,Cuernavaca,17020,Tepoztlán,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,30.7881584006151,NA
17.1.02,Zona metropolitana,Cuernavaca,17008,Emiliano Zapata,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,35.736286300968,NA
17.1.02,Zona metropolitana,Cuernavaca,17007,Cuernavaca,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,54.5638774747852,NA
17.1.02,Zona metropolitana,Cuernavaca,17011,Jiutepec,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,44.3311278045868,NA
17.1.02,Zona metropolitana,Cuernavaca,17029,Yautepec,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,30.178829670911,NA
17.1.02,Zona metropolitana,Cuernavaca,17018,Temixco,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,31.6731491858395,NA
17.1.02,Zona metropolitana,Cuernavaca,17028,Xochitepec,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,29.1889555303398,NA
18.1.01,Zona metropolitana,Tepic,18017,Tepic,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,47.8796726988761,NA
18.1.01,Zona metropolitana,Tepic,18008,Xalisco,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,40.3800036893562,NA
19.1.01,Zona metropolitana,Monterrey,19012,Ciénega de Flores,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,22.5836431226765,NA
19.1.01,Zona metropolitana,Monterrey,19025,General Zuazua,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,26.4195450716091,NA
19.1.01,Zona metropolitana,Monterrey,19021,General Escobedo,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,41.4760564406671,NA
19.1.01,Zona metropolitana,Monterrey,19019,San Pedro Garza García,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,81.13957979076,NA
19.1.01,Zona metropolitana,Monterrey,19009,Cadereyta Jiménez,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,35.9341135674035,NA
19.1.01,Zona metropolitana,Monterrey,19039,Monterrey,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,59.6105885647454,NA
19.1.01,Zona metropolitana,Monterrey,19010,El Carmen,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,23.5125584948906,NA
19.1.01,Zona metropolitana,Monterrey,19026,Guadalupe,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,58.3643823225361,NA
19.1.01,Zona metropolitana,Monterrey,19046,San Nicolás de los Garza,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,65.2420944524507,NA
19.1.01,Zona metropolitana,Monterrey,19018,García,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,39.0354462361596,NA
19.1.01,Zona metropolitana,Monterrey,19049,Santiago,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,46.8583260332882,NA
19.1.01,Zona metropolitana,Monterrey,19006,Apodaca,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,58.4592192854111,NA
19.1.01,Zona metropolitana,Monterrey,19048,Santa Catarina,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,54.0071117729367,NA
19.1.01,Zona metropolitana,Monterrey,19045,Salinas Victoria,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,11.9095953444309,NA
19.1.01,Zona metropolitana,Monterrey,19041,Pesquería,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,20.3587628865979,NA
19.1.01,Zona metropolitana,Monterrey,19031,Juárez,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,36.5845652321553,NA
20.1.01,Zona metropolitana,Oaxaca,20565,Villa de Zaachila,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,8.61065648299691,NA
20.1.01,Zona metropolitana,Oaxaca,20375,Santa Cruz Amilpas,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,41.1764705882352,NA
20.1.01,Zona metropolitana,Oaxaca,20390,Santa Lucía del Camino,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,45.0506512301013,NA
20.1.01,Zona metropolitana,Oaxaca,20553,Tlalixtac de Cabrera,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,25.7060990585345,NA
20.1.01,Zona metropolitana,Oaxaca,20067,Oaxaca de Juárez,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,46.9090174111396,NA
20.1.01,Zona metropolitana,Oaxaca,20115,San Bartolo Coyotepec,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,24.734693877551,NA
20.1.01,Zona metropolitana,Oaxaca,20385,Santa Cruz Xoxocotlán,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,35.0431287161879,NA
20.1.01,Zona metropolitana,Oaxaca,20227,San Lorenzo Cacaotepec,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,24.5328803688425,NA
20.1.01,Zona metropolitana,Oaxaca,20338,Villa de Etla,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,26.297335203366,NA
20.1.01,Zona metropolitana,Oaxaca,20519,Santo Domingo Tomaltepec,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,13.4663341645885,NA
20.1.01,Zona metropolitana,Oaxaca,20157,San Jacinto Amilpas,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,44.8315118397085,NA
20.1.01,Zona metropolitana,Oaxaca,20350,San Sebastián Tutla,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,63.8285378743394,NA
20.1.01,Zona metropolitana,Oaxaca,20293,San Pablo Etla,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,41.8032786885245,NA
20.1.01,Zona metropolitana,Oaxaca,20174,Ánimas Trujano,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,24.0494296577946,NA
20.1.01,Zona metropolitana,Oaxaca,20107,San Antonio de la Cal,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,31.0458112794305,NA
20.1.01,Zona metropolitana,Oaxaca,20399,Santa María Atzompa,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,23.2884463053072,NA
20.1.01,Zona metropolitana,Oaxaca,20087,San Agustín Yatareni,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,12.2562674094707,NA
20.1.01,Zona metropolitana,Oaxaca,20045,Magdalena Apasco,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,17.8247734138972,NA
20.1.01,Zona metropolitana,Oaxaca,20091,San Andrés Huayápam,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,51.9067796610169,NA
20.1.01,Zona metropolitana,Oaxaca,20063,Nazareno Etla,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,24.6078431372549,NA
20.1.01,Zona metropolitana,Oaxaca,20539,Soledad Etla,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,19.3754435770049,NA
20.1.01,Zona metropolitana,Oaxaca,20403,Santa María Coyotepec,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,7.75,NA
20.1.01,Zona metropolitana,Oaxaca,20083,San Agustín de las Juntas,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,27.797513321492,NA
20.1.01,Zona metropolitana,Oaxaca,20409,Santa María del Tule,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,42.7018633540372,NA
20.3.03,Zona conurbada,Salina Cruz,20308,San Pedro Huilotepec,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,12.3724489795918,NA
20.3.03,Zona conurbada,Salina Cruz,20079,Salina Cruz,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,33.2635253054101,NA
20.3.04,Zona conurbada,Tehuantepec,20515,Santo Domingo Tehuantepec,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,18.679906542056,NA
20.3.04,Zona conurbada,Tehuantepec,20124,San Blas Atempa,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,9.68099246787771,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29027,Tenancingo,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,17.6873335869151,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21136,San Miguel Xoxtla,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,33.6560934891485,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21119,San Andrés Cholula,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,59.2827732766635,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21041,Cuautlancingo,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,34.2686605897427,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29053,San Juan Huactzinco,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,16.0122699386503,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21001,Acajete,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,10.9639869043288,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29059,Santa Cruz Quilehtla,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,10.9354413702239,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21090,Juan C. Bonilla,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,22.4435318275154,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29022,Acuamanala de Miguel Hidalgo,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,11.2770724421209,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21015,Amozoc,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,21.2703210823165,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21140,San Pedro Cholula,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,38.4620359591256,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29032,Tetlatlahuca,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,15.0063051702396,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29029,Tepeyanco,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,19.927797833935,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21114,Puebla,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,43.1452174963526,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29044,Zacatelco,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,24.3245888801879,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29054,San Lorenzo Axocomanitla,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,17.7952755905511,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29025,San Pablo del Monte,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,12.9998140226892,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29051,San Jerónimo Zacualpan,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,17.1573604060913,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29017,Mazatecochco de José María Morelos,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,12.0819397993311,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21181,Tlaltenango,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,13.680981595092,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21034,Coronango,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,22.6888020833333,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21106,Ocoyucan,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,11.3062919195145,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29028,Teolocholco,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,17.4180327868852,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21125,San Gregorio Atzompa,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,30.1636444051304,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29042,Xicohtzinco,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,29.7647058823529,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29058,Santa Catarina Ayometla,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,16.9146825396825,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21163,Tepatlaxco de Hidalgo,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,8.82513661202185,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29041,Papalotla de Xicohténcatl,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,22.014714204867,NA
21.1.02,Zona metropolitana,San Martín Texmelucan,21122,San Felipe Teotlalcingo,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,12.6550868486352,NA
21.1.02,Zona metropolitana,San Martín Texmelucan,21074,Huejotzingo,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,16.559616956674,NA
21.1.02,Zona metropolitana,San Martín Texmelucan,21048,Chiautzingo,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,9.11302809113028,NA
21.1.02,Zona metropolitana,San Martín Texmelucan,21143,San Salvador el Verde,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,12.8048780487804,NA
21.1.02,Zona metropolitana,San Martín Texmelucan,21132,San Martín Texmelucan,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,22.0136518771331,NA
21.1.03,Zona metropolitana,Tehuacán,21149,Santiago Miahuatlán,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,10.5829285218598,NA
21.1.03,Zona metropolitana,Tehuacán,21156,Tehuacán,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,30.7157534667962,NA
21.3.05,Zona conurbada,Teziutlán,21054,Chignautla,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,7.12748789671866,NA
21.3.05,Zona conurbada,Teziutlán,21174,Teziutlán,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,21.9803536345776,NA
22.1.01,Zona metropolitana,Querétaro,22014,Querétaro,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,53.0559298345454,NA
22.1.01,Zona metropolitana,Querétaro,22006,Corregidora,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,62.2088579588881,NA
22.1.01,Zona metropolitana,Querétaro,22011,El Marqués,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,26.2692409926781,NA
22.1.01,Zona metropolitana,Querétaro,22008,Huimilpan,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,10.2147665348862,NA
23.1.01,Zona metropolitana,Cancún,23003,Isla Mujeres,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,31.9748683987094,NA
23.1.01,Zona metropolitana,Cancún,23005,Benito Juárez,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,46.082451002478,NA
23.2.02,Metrópoli municipal,Chetumal,23004,Othón P. Blanco,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,36.3051130048166,NA
24.1.01,Zona metropolitana,San Luis Potosí,24028,San Luis Potosí,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,47.9422161304285,NA
24.1.01,Zona metropolitana,San Luis Potosí,24035,Soledad de Graciano Sánchez,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,39.0819099378882,NA
24.3.03,Zona conurbada,Rioverde,24011,Ciudad Fernández,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,18.6034658511722,NA
24.3.03,Zona conurbada,Rioverde,24024,Rioverde,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,19.9114509961762,NA
25.2.01,Metrópoli municipal,Culiacán,25006,Culiacán,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,45.3325868959373,NA
25.2.03,Metrópoli municipal,Mazatlán,25012,Mazatlán,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,43.6979895552445,NA
26.1.01,Zona metropolitana,Guaymas,26029,Guaymas,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,42.8185828084882,NA
26.1.01,Zona metropolitana,Guaymas,26025,Empalme,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,31.4084956882785,NA
26.2.03,Metrópoli municipal,Hermosillo,26030,Hermosillo,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,53.4645507247502,NA
26.2.04,Metrópoli municipal,Nogales,26043,Nogales,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,52.0955143256142,NA
27.1.01,Zona metropolitana,Villahermosa,27013,Nacajuca,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,25.0652952421982,NA
27.1.01,Zona metropolitana,Villahermosa,27004,Centro,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,35.5529204602708,NA
28.1.01,Zona metropolitana,Reynosa,28032,Reynosa,17,Alianzas para lograr los objetivos,128,Viviendas con acceso a internet,2015,32.0989129785257,NA
